# all.topics.primary.relevance.judgements.final.tsv.txt
# This file contains all of the maximum-length span primary relevance judgments for the
# TREC 2007 Genomics track.
# Each line represents the relevance of judgment on one topic for one maximum-length span.
# Fields are tab-delimited in the following order:
# TOPIC	PMID	OFFSET	LENGTH	RELEVANCE
#
219	12091388	6577	1562	NOT_RELEVANT
219	12093877	22391	2090	NOT_RELEVANT
219	12095911	4683	3218	NOT_RELEVANT
219	12097334	5846	1191	NOT_RELEVANT
219	12133837	6607	798	NOT_RELEVANT
219	12138115	64311	1889	NOT_RELEVANT
219	12140187	1320	2989	NOT_RELEVANT
219	12140259	1307	3316	NOT_RELEVANT
219	12140259	70083	1618	NOT_RELEVANT
219	12145288	42238	1061	NOT_RELEVANT
219	12147675	5343	2386	NOT_RELEVANT
219	12149227	5210	1071	NOT_RELEVANT
219	12151284	25203	557	NOT_RELEVANT
219	12151406	32631	2730	NOT_RELEVANT
219	12154070	85169	481	NOT_RELEVANT
219	12154070	98192	469	NOT_RELEVANT
219	12154083	104198	300	NOT_RELEVANT
219	12154088	8121	1951	NOT_RELEVANT
219	12163481	23579	768	NOT_RELEVANT
219	12163481	41226	1993	NOT_RELEVANT
219	12167619	7586	1376	NOT_RELEVANT
219	12176869	56686	4135	NOT_RELEVANT
219	12189144	50101	1308	NOT_RELEVANT
219	12191995	5623	1752	NOT_RELEVANT
219	12193536	58633	1125	NOT_RELEVANT
219	12196528	9853	725	NOT_RELEVANT
219	12202479	82955	1485	NOT_RELEVANT
219	12217931	7619	1362	NOT_RELEVANT
219	12217965	59719	381	NOT_RELEVANT
219	12223407	10759	2812	NOT_RELEVANT
219	12228243	44316	483	NOT_RELEVANT
219	12234782	2254	1574	NOT_RELEVANT
219	12237287	5101	1530	NOT_RELEVANT
219	12239163	8783	3508	NOT_RELEVANT
219	12239178	14282	2059	NOT_RELEVANT
219	12270915	7827	945	NOT_RELEVANT
219	12270915	45833	2753	NOT_RELEVANT
219	12351517	23791	4633	NOT_RELEVANT
219	12351569	49019	4103	NOT_RELEVANT
219	12351575	136318	661	NOT_RELEVANT
219	12364414	3571	2316	NOT_RELEVANT
219	12379607	52564	3871	NOT_RELEVANT
219	12381514	41918	1085	NOT_RELEVANT
219	12381708	55401	608	NOT_RELEVANT
219	12391026	12525	1569	NOT_RELEVANT
219	12391026	50125	1961	NOT_RELEVANT
219	12391026	83404	413	NOT_RELEVANT
219	12393535	67334	4242	NOT_RELEVANT
219	12397106	9300	1488	NOT_RELEVANT
219	12397114	115256	2977	NOT_RELEVANT
219	12399444	70411	1382	NOT_RELEVANT
219	12403812	382	278	NOT_RELEVANT
219	12403812	10449	3095	NOT_RELEVANT
219	12403812	90997	413	NOT_RELEVANT
219	12403844	6555	1321	NOT_RELEVANT
219	12407051	3941	6155	NOT_RELEVANT
219	12407051	27656	6725	NOT_RELEVANT
219	12409453	5724	2752	NOT_RELEVANT
219	12411257	1034	1637	NOT_RELEVANT
219	12415014	12456	5478	NOT_RELEVANT
219	12415014	99370	523	NOT_RELEVANT
219	12415014	105421	321	NOT_RELEVANT
219	12427729	5199	3124	NOT_RELEVANT
219	12427867	54362	1468	NOT_RELEVANT
219	12446692	75170	645	NOT_RELEVANT
219	12446734	5789	1718	NOT_RELEVANT
219	12446796	621	3183	NOT_RELEVANT
219	12458211	5686	1655	NOT_RELEVANT
219	12464614	732	1444	NOT_RELEVANT
219	12466263	65721	2401	NOT_RELEVANT
219	12466323	64106	64000	NOT_RELEVANT
219	12473683	52172	413	NOT_RELEVANT
219	12486090	41314	408	NOT_RELEVANT
219	12488384	14641	793	NOT_RELEVANT
219	12488480	77836	1140	NOT_RELEVANT
219	12490715	6406	2278	NOT_RELEVANT
219	12493754	31624	2478	NOT_RELEVANT
219	12496284	72721	1693	NOT_RELEVANT
219	12508107	54213	3114	NOT_RELEVANT
219	12519769	11694	2858	NOT_RELEVANT
219	12529270	14516	1175	NOT_RELEVANT
219	12536148	8616	2489	NOT_RELEVANT
219	12536148	66278	1846	NOT_RELEVANT
219	12536148	73230	2572	NOT_RELEVANT
219	12538353	7599	782	NOT_RELEVANT
219	12538371	9360	611	NOT_RELEVANT
219	12556527	5880	1813	NOT_RELEVANT
219	12560341	55019	1274	NOT_RELEVANT
219	12569107	83019	2259	NOT_RELEVANT
219	12569141	43335	2666	NOT_RELEVANT
219	12571289	7539	2165	NOT_RELEVANT
219	12571290	9237	2594	NOT_RELEVANT
219	12571290	55711	2972	NOT_RELEVANT
219	12571290	105057	535	NOT_RELEVANT
219	12578830	1840	1444	NOT_RELEVANT
219	12586785	6161	1760	NOT_RELEVANT
219	12588964	2605	1689	NOT_RELEVANT
219	12611883	55893	935	NOT_RELEVANT
219	12615825	29551	2770	NOT_RELEVANT
219	12626500	2575	1444	NOT_RELEVANT
219	12640030	74313	827	NOT_RELEVANT
219	12640039	56314	961	NOT_RELEVANT
219	12663679	60639	472	NOT_RELEVANT
219	12668601	25809	989	RELEVANT
219	12668617	6698	1102	NOT_RELEVANT
219	12679355	63290	1867	NOT_RELEVANT
219	12679355	84801	2051	NOT_RELEVANT
219	12679355	86879	1215	NOT_RELEVANT
219	12692125	9850	1175	NOT_RELEVANT
219	12695516	78130	1470	NOT_RELEVANT
219	12697710	5300	2649	NOT_RELEVANT
219	12700164	53450	2338	NOT_RELEVANT
219	12700176	5868	1152	NOT_RELEVANT
219	12700404	4202	2503	NOT_RELEVANT
219	12702508	58591	1163	NOT_RELEVANT
219	12702651	8497	2131	NOT_RELEVANT
219	12702651	10631	1463	NOT_RELEVANT
219	12702651	59959	1480	NOT_RELEVANT
219	12702651	61442	1487	NOT_RELEVANT
219	12709392	16495	2217	NOT_RELEVANT
219	12709512	76745	2027	NOT_RELEVANT
219	12716985	26460	1894	NOT_RELEVANT
219	12721290	4894	2589	NOT_RELEVANT
219	12730292	53081	1879	NOT_RELEVANT
219	12730292	98985	523	NOT_RELEVANT
219	12732615	12596	4257	NOT_RELEVANT
219	12732615	96858	413	NOT_RELEVANT
219	12736200	74752	2787	NOT_RELEVANT
219	12746295	35510	2710	NOT_RELEVANT
219	12746295	74649	31722	NOT_RELEVANT
219	12759361	4546	2233	NOT_RELEVANT
219	12764031	28495	2907	NOT_RELEVANT
219	12764036	86203	333	NOT_RELEVANT
219	12764037	9546	6477	NOT_RELEVANT
219	12764037	20780	3160	NOT_RELEVANT
219	12764041	152050	333	NOT_RELEVANT
219	12773475	126007	538	NOT_RELEVANT
219	12783847	50516	1314	NOT_RELEVANT
219	12799419	100237	388	NOT_RELEVANT
219	12805412	39782	2847	NOT_RELEVANT
219	12810598	36172	506	NOT_RELEVANT
219	12812975	36593	3078	NOT_RELEVANT
219	12812986	661	3797	RELEVANT
219	12812986	29216	2264	NOT_RELEVANT
219	12812986	31483	1301	NOT_RELEVANT
219	12812986	76164	1925	RELEVANT
219	12812986	92099	1261	RELEVANT
219	12812986	132918	537	NOT_RELEVANT
219	12816891	72764	441	NOT_RELEVANT
219	12835378	84600	1832	NOT_RELEVANT
219	12835380	20091	3040	NOT_RELEVANT
219	12835380	102712	1296	NOT_RELEVANT
219	12840069	3933	75	NOT_RELEVANT
219	12840069	43891	2272	NOT_RELEVANT
219	12840069	70296	1535	NOT_RELEVANT
219	12847082	57426	2365	NOT_RELEVANT
219	12855424	86240	21570	NOT_RELEVANT
219	12881410	28653	3402	NOT_RELEVANT
219	12882948	28999	1019	NOT_RELEVANT
219	12896909	4382	3837	NOT_RELEVANT
219	12897102	7285	734	NOT_RELEVANT
219	12915444	3667	3370	NOT_RELEVANT
219	12917461	4078	1935	NOT_RELEVANT
219	12925587	102719	371	NOT_RELEVANT
219	12928331	764	2966	NOT_RELEVANT
219	12928331	13115	1631	NOT_RELEVANT
219	12928331	44949	2614	NOT_RELEVANT
219	12928331	72677	1033	NOT_RELEVANT
219	12928477	5676	1499	NOT_RELEVANT
219	12933342	48577	764	NOT_RELEVANT
219	12939255	1843	2696	NOT_RELEVANT
219	12939255	54175	475	NOT_RELEVANT
219	12941777	55767	19347	NOT_RELEVANT
219	12951330	6658	1845	NOT_RELEVANT
219	12952866	97531	627	NOT_RELEVANT
219	12953067	75408	1799	RELEVANT
219	12953067	99661	532	NOT_RELEVANT
219	12959990	7820	709	NOT_RELEVANT
219	12959999	59423	19560	NOT_RELEVANT
219	12960092	45564	2478	NOT_RELEVANT
219	12966029	38033	1522	NOT_RELEVANT
219	12967927	3916	5922	NOT_RELEVANT
219	12975343	1609	2428	NOT_RELEVANT
219	12975454	7386	1691	NOT_RELEVANT
219	13130141	27316	2548	NOT_RELEVANT
219	14504100	51331	5085	NOT_RELEVANT
219	14512287	4186	57	NOT_RELEVANT
219	14514954	69178	3352	NOT_RELEVANT
219	14519682	7958	968	NOT_RELEVANT
219	14534138	93335	352	NOT_RELEVANT
219	14559975	5940	1284	NOT_RELEVANT
219	14570983	68302	1721	NOT_RELEVANT
219	14581472	31250	2412	NOT_RELEVANT
219	14581517	37528	2960	NOT_RELEVANT
219	14585768	33199	1457	NOT_RELEVANT
219	14592838	49382	2335	NOT_RELEVANT
219	14593116	7231	2110	RELEVANT
219	14594945	1128	2997	NOT_RELEVANT
219	14594945	64517	1686	NOT_RELEVANT
219	14600285	11885	2622	NOT_RELEVANT
219	14600291	43066	1899	NOT_RELEVANT
219	14602680	20608	1791	NOT_RELEVANT
219	14610161	55556	491	NOT_RELEVANT
219	14613971	8876	1562	NOT_RELEVANT
219	14613971	46367	1950	NOT_RELEVANT
219	14614036	46120	3567	NOT_RELEVANT
219	14633655	4350	3749	NOT_RELEVANT
219	14645218	50564	2082	NOT_RELEVANT
219	14660691	9660	1477	NOT_RELEVANT
219	14660691	70901	3531	NOT_RELEVANT
219	14693701	3932	675	NOT_RELEVANT
219	14701678	53819	1352	NOT_RELEVANT
219	14704212	65193	497	NOT_RELEVANT
219	14704214	69600	429	NOT_RELEVANT
219	14718220	49073	1338	NOT_RELEVANT
219	14722158	3964	2197	NOT_RELEVANT
219	14729731	43174	1799	NOT_RELEVANT
219	14734626	0	330	NOT_RELEVANT
219	14736879	40548	2186	NOT_RELEVANT
219	14736879	70397	651	NOT_RELEVANT
219	14744872	27933	1806	NOT_RELEVANT
219	14754872	84064	525	NOT_RELEVANT
219	14762216	19471	3103	NOT_RELEVANT
219	14766951	106948	323	NOT_RELEVANT
219	14970193	16713	2921	RELEVANT
219	14970257	12880	1401	NOT_RELEVANT
219	14970257	107205	464	NOT_RELEVANT
219	14973269	99193	352	NOT_RELEVANT
219	14976159	11151	1257	NOT_RELEVANT
219	14976162	938	3769	NOT_RELEVANT
219	14981097	101260	413	NOT_RELEVANT
219	14982752	4142	2041	NOT_RELEVANT
219	14985366	7365	1815	NOT_RELEVANT
219	14988253	38118	1485	NOT_RELEVANT
219	14988386	75480	33574	NOT_RELEVANT
219	14996941	1656	2584	NOT_RELEVANT
219	14996941	60015	2393	NOT_RELEVANT
219	14996941	65667	2019	NOT_RELEVANT
219	14996941	77507	320	NOT_RELEVANT
219	15031206	52518	2177	NOT_RELEVANT
219	15044371	26826	4288	NOT_RELEVANT
219	15044371	43864	621	NOT_RELEVANT
219	15044398	82446	545	NOT_RELEVANT
219	15054057	98818	463	NOT_RELEVANT
219	15056607	6523	1644	NOT_RELEVANT
219	15056607	31827	2965	NOT_RELEVANT
219	15056607	38177	773	NOT_RELEVANT
219	15056607	40606	1509	NOT_RELEVANT
219	15056608	799	2994	NOT_RELEVANT
219	15056608	6984	1969	NOT_RELEVANT
219	15056608	14481	3491	NOT_RELEVANT
219	15056610	67683	1367	NOT_RELEVANT
219	15064232	4999	1391	NOT_RELEVANT
219	15070880	42108	1748	NOT_RELEVANT
219	15075224	21676	3390	NOT_RELEVANT
219	15075224	64068	3111	NOT_RELEVANT
219	15075224	82946	2746	NOT_RELEVANT
219	15075224	88019	386	NOT_RELEVANT
219	15087435	4276	2107	NOT_RELEVANT
219	15107357	49107	497	NOT_RELEVANT
219	15115759	30380	4104	NOT_RELEVANT
219	15115765	92180	532	NOT_RELEVANT
219	15121901	88024	743	NOT_RELEVANT
219	15123655	1283	3472	RELEVANT
219	15126511	9693	660	NOT_RELEVANT
219	15126628	3807	4296	NOT_RELEVANT
219	15126628	50461	1084	NOT_RELEVANT
219	15152079	70830	50006	NOT_RELEVANT
219	15166098	94577	526	NOT_RELEVANT
219	15166187	18203	2173	NOT_RELEVANT
219	15180922	9348	1457	NOT_RELEVANT
219	15184379	34354	1869	NOT_RELEVANT
219	15184400	41032	2881	NOT_RELEVANT
219	15184400	43916	1541	NOT_RELEVANT
219	15184400	45460	741	NOT_RELEVANT
219	15184400	65564	2084	NOT_RELEVANT
219	15184400	69149	1902	NOT_RELEVANT
219	15184400	71937	1905	NOT_RELEVANT
219	15184400	96792	403	NOT_RELEVANT
219	15190073	9275	1507	NOT_RELEVANT
219	15199097	79255	1751	NOT_RELEVANT
219	15220170	4948	538	NOT_RELEVANT
219	15226257	97852	286	NOT_RELEVANT
219	15226257	101055	434	NOT_RELEVANT
219	15234982	54447	2247	NOT_RELEVANT
219	15238434	85516	511	NOT_RELEVANT
219	15238619	8512	2178	NOT_RELEVANT
219	15254011	50674	1339	NOT_RELEVANT
219	15254012	592	3737	NOT_RELEVANT
219	15256491	4175	2137	NOT_RELEVANT
219	15256491	11597	797	NOT_RELEVANT
219	15256491	42657	1403	NOT_RELEVANT
219	15256491	53951	944	NOT_RELEVANT
219	15269182	545	3121	NOT_RELEVANT
219	15269182	29895	623	NOT_RELEVANT
219	15269182	45501	1790	NOT_RELEVANT
219	15271853	29720	1535	NOT_RELEVANT
219	15271856	7620	1008	NOT_RELEVANT
219	15271856	32164	2479	NOT_RELEVANT
219	15272006	50384	2039	NOT_RELEVANT
219	15272019	10459	849	NOT_RELEVANT
219	15288153	13073	1395	NOT_RELEVANT
219	15292245	64106	6404	NOT_RELEVANT
219	15294875	6377	3950	NOT_RELEVANT
219	15294906	1080	3125	NOT_RELEVANT
219	15294906	19318	4670	NOT_RELEVANT
219	15297276	9565	863	NOT_RELEVANT
219	15299043	17067	1273	NOT_RELEVANT
219	15310751	9777	1744	NOT_RELEVANT
219	15310763	98822	3421	NOT_RELEVANT
219	15310862	13088	1641	NOT_RELEVANT
219	15316068	81399	437	NOT_RELEVANT
219	15331577	38893	44501	NOT_RELEVANT
219	15331635	67125	2416	NOT_RELEVANT
219	15331636	9914	4504	NOT_RELEVANT
219	15331659	73015	473	NOT_RELEVANT
219	15337773	9888	1359	NOT_RELEVANT
219	15337773	48051	402	NOT_RELEVANT
219	15340007	66129	4101	NOT_RELEVANT
219	15340120	9134	751	NOT_RELEVANT
219	15342428	78635	1461	NOT_RELEVANT
219	15345747	50385	450	NOT_RELEVANT
219	15351775	102925	532	NOT_RELEVANT
219	15353549	15011	3270	NOT_RELEVANT
219	15358728	5276	3084	NOT_RELEVANT
219	15358731	36256	1009	NOT_RELEVANT
219	15358731	39284	1005	NOT_RELEVANT
219	15367440	3793	4831	NOT_RELEVANT
219	15374877	69886	395	NOT_RELEVANT
219	15377584	16643	842	NOT_RELEVANT
219	15388790	56269	2390	NOT_RELEVANT
219	15452109	75744	1060	NOT_RELEVANT
219	15459099	70902	5971	NOT_RELEVANT
219	15459104	78792	370	NOT_RELEVANT
219	15459185	1212	2964	NOT_RELEVANT
219	15459185	53132	2095	NOT_RELEVANT
219	15471867	4535	2617	NOT_RELEVANT
219	15471968	38270	17036	NOT_RELEVANT
219	15479717	7595	1717	NOT_RELEVANT
219	15479719	72464	3746	NOT_RELEVANT
219	15479719	96042	313	NOT_RELEVANT
219	15494372	11365	1222	NOT_RELEVANT
219	15494426	4057	2559	NOT_RELEVANT
219	15496565	18120	2429	NOT_RELEVANT
219	15507544	9478	1199	NOT_RELEVANT
219	15509582	50807	1312	NOT_RELEVANT
219	15509582	65525	1946	NOT_RELEVANT
219	15525658	65139	572	NOT_RELEVANT
219	15525659	5212	3000	NOT_RELEVANT
219	15531592	32851	1033	NOT_RELEVANT
219	15531643	31941	3349	NOT_RELEVANT
219	15537643	5013	2530	NOT_RELEVANT
219	15548546	127246	530	NOT_RELEVANT
219	15548568	65274	1123	NOT_RELEVANT
219	15550503	62447	34511	NOT_RELEVANT
219	15557119	71071	690	NOT_RELEVANT
219	15557338	48103	2366	NOT_RELEVANT
219	15564376	26784	1568	NOT_RELEVANT
219	15564376	28355	2510	NOT_RELEVANT
219	15564380	27450	1963	NOT_RELEVANT
219	15564380	52494	3814	NOT_RELEVANT
219	15564385	70984	2953	NOT_RELEVANT
219	15564385	73940	594	NOT_RELEVANT
219	15576410	92209	1392	NOT_RELEVANT
219	15576411	93080	494	NOT_RELEVANT
219	15590892	80599	493	NOT_RELEVANT
219	15611568	39023	2916	NOT_RELEVANT
219	15615769	42421	869	NOT_RELEVANT
219	15615769	70523	530	NOT_RELEVANT
219	15615783	45882	5429	NOT_RELEVANT
219	15618288	48546	1258	NOT_RELEVANT
219	15623804	28410	2320	NOT_RELEVANT
219	15631988	49703	412	NOT_RELEVANT
219	15634671	1026	3319	NOT_RELEVANT
219	15634671	4348	2435	NOT_RELEVANT
219	15640247	55736	1069	NOT_RELEVANT
219	15647527	122520	429	NOT_RELEVANT
219	15649943	1532	2847	RELEVANT
219	15649943	10558	1804	RELEVANT
219	15649943	57632	2652	RELEVANT
219	15649943	61493	2191	RELEVANT
219	15661758	54076	1681	RELEVANT
219	15661810	44949	3054	NOT_RELEVANT
219	15661862	33045	1763	NOT_RELEVANT
219	15661862	40648	1770	NOT_RELEVANT
219	15671037	70490	921	NOT_RELEVANT
219	15673845	57582	1147	NOT_RELEVANT
219	15677486	43451	3095	NOT_RELEVANT
219	15677508	43234	3487	NOT_RELEVANT
219	15677728	69363	1786	NOT_RELEVANT
219	15684330	7096	1300	NOT_RELEVANT
219	15689352	48388	3183	NOT_RELEVANT
219	15689352	93962	530	NOT_RELEVANT
219	15689355	71037	2856	NOT_RELEVANT
219	15689418	7274	1360	NOT_RELEVANT
219	15695370	61613	2016	NOT_RELEVANT
219	15695425	49523	6296	NOT_RELEVANT
219	15699019	79796	1343	NOT_RELEVANT
219	15703187	56560	2387	NOT_RELEVANT
219	15703252	80427	1340	NOT_RELEVANT
219	15716272	6680	983	NOT_RELEVANT
219	15716378	89979	378	NOT_RELEVANT
219	15722546	0	486	NOT_RELEVANT
219	15731008	0	715	NOT_RELEVANT
219	15731008	1785	3166	RELEVANT
219	15731008	55176	960	NOT_RELEVANT
219	15731008	73624	2344	RELEVANT
219	15731008	75971	2349	NOT_RELEVANT
219	15731008	84804	2060	NOT_RELEVANT
219	15731008	88537	371	NOT_RELEVANT
219	15734872	3071	3412	NOT_RELEVANT
219	15738265	84000	333	NOT_RELEVANT
219	15749986	85168	4302	NOT_RELEVANT
219	15760907	4028	2474	NOT_RELEVANT
219	15767279	1160	2913	NOT_RELEVANT
219	15767279	7772	1982	NOT_RELEVANT
219	15767279	20526	2677	NOT_RELEVANT
219	15767279	23206	3094	NOT_RELEVANT
219	15767279	44701	2229	NOT_RELEVANT
219	15772078	7568	1225	NOT_RELEVANT
219	15772089	2034	3269	NOT_RELEVANT
219	15772089	50822	2960	NOT_RELEVANT
219	15772089	63511	1955	NOT_RELEVANT
219	15772135	1251	2691	NOT_RELEVANT
219	15784680	12878	2635	NOT_RELEVANT
219	15784680	94099	394	NOT_RELEVANT
219	15784680	98311	471	NOT_RELEVANT
219	15784680	105684	390	NOT_RELEVANT
219	15788456	6362	2853	NOT_RELEVANT
219	15788721	58544	3359	NOT_RELEVANT
219	15793258	2364	2878	NOT_RELEVANT
219	15797969	7868	2551	NOT_RELEVANT
219	15800013	14994	1126	NOT_RELEVANT
219	15800013	29374	901	NOT_RELEVANT
219	15809268	86809	534	NOT_RELEVANT
219	15809269	14519	3604	NOT_RELEVANT
219	15809269	58063	5209	NOT_RELEVANT
219	15809269	92472	607	NOT_RELEVANT
219	15817469	59882	1941	NOT_RELEVANT
219	15829503	58693	5403	NOT_RELEVANT
219	15831510	1519	3119	NOT_RELEVANT
219	15831510	10020	2027	NOT_RELEVANT
219	15831510	31172	3800	NOT_RELEVANT
219	15831510	34975	924	NOT_RELEVANT
219	15831510	35902	1302	NOT_RELEVANT
219	15831573	40254	1808	NOT_RELEVANT
219	15837798	70148	1923	NOT_RELEVANT
219	15837798	104981	346	NOT_RELEVANT
219	15840571	1631	3641	NOT_RELEVANT
219	15851520	68668	1485	NOT_RELEVANT
219	15855329	37513	884	NOT_RELEVANT
219	15855332	5961	1155	NOT_RELEVANT
219	15855332	29802	584	NOT_RELEVANT
219	15855349	633	2588	NOT_RELEVANT
219	15855349	7192	1470	RELEVANT
219	15855404	65453	3347	NOT_RELEVANT
219	15878869	43148	4183	NOT_RELEVANT
219	15878920	27006	1212	NOT_RELEVANT
219	15897221	42836	395	NOT_RELEVANT
219	15917270	59861	1110	NOT_RELEVANT
219	15919659	4099	2508	NOT_RELEVANT
219	15919661	103529	1025	NOT_RELEVANT
219	15919740	3310	3340	NOT_RELEVANT
219	15923208	8365	1022	NOT_RELEVANT
219	15923208	50228	1734	NOT_RELEVANT
219	15923208	51965	1063	NOT_RELEVANT
219	15923665	42117	2293	NOT_RELEVANT
219	15930105	94987	683	NOT_RELEVANT
219	15930120	9340	1979	NOT_RELEVANT
219	15944399	10259	2968	NOT_RELEVANT
219	15944399	73706	1895	NOT_RELEVANT
219	15944399	89570	395	NOT_RELEVANT
219	15947088	65742	724	NOT_RELEVANT
219	15951480	133481	475	NOT_RELEVANT
219	15956032	60834	4018	NOT_RELEVANT
219	15972725	13690	1973	RELEVANT
219	15972725	59162	890	NOT_RELEVANT
219	15972725	80497	654	NOT_RELEVANT
219	15976443	43137	3386	NOT_RELEVANT
219	15976443	86089	341	NOT_RELEVANT
219	15983188	29037	2474	NOT_RELEVANT
219	15994285	50072	4309	NOT_RELEVANT
219	16000319	8735	2290	NOT_RELEVANT
219	16000326	6775	2480	NOT_RELEVANT
219	16037065	41027	1636	NOT_RELEVANT
219	16037066	10904	2068	NOT_RELEVANT
219	16061485	89940	2053	NOT_RELEVANT
219	16061694	5828	2443	NOT_RELEVANT
219	16079283	1440	3388	NOT_RELEVANT
219	16079288	111757	368	NOT_RELEVANT
219	16085644	61930	710	NOT_RELEVANT
219	16087676	6860	1301	NOT_RELEVANT
219	16099878	46564	495	NOT_RELEVANT
219	16103221	8270	1357	NOT_RELEVANT
219	16107480	96008	481	NOT_RELEVANT
219	16123163	3494	2670	NOT_RELEVANT
219	16127175	43140	2117	NOT_RELEVANT
219	16141190	3846	2606	NOT_RELEVANT
219	16150694	1322	2572	NOT_RELEVANT
219	16150731	105457	44056	NOT_RELEVANT
219	16150954	5268	665	NOT_RELEVANT
219	16150954	8221	488	NOT_RELEVANT
219	16162651	89553	481	NOT_RELEVANT
219	16186247	32114	2572	NOT_RELEVANT
219	16203747	45910	1199	NOT_RELEVANT
219	16203858	53483	137	NOT_RELEVANT
219	16203858	55260	231	NOT_RELEVANT
219	16207730	4556	3375	NOT_RELEVANT
219	16207762	82444	370	NOT_RELEVANT
219	16244321	1063	2905	NOT_RELEVANT
219	16244321	48638	2273	NOT_RELEVANT
219	16254247	3889	5807	NOT_RELEVANT
219	16254247	71449	465	NOT_RELEVANT
219	16254247	71917	193	NOT_RELEVANT
219	16275750	1419	2123	NOT_RELEVANT
219	16275750	6331	2266	NOT_RELEVANT
219	16275750	8600	1409	NOT_RELEVANT
219	16275750	71971	406	NOT_RELEVANT
219	16275750	72883	365	NOT_RELEVANT
219	16275750	79631	413	NOT_RELEVANT
219	16280549	20105	2093	NOT_RELEVANT
219	16280549	34546	4026	NOT_RELEVANT
219	16280549	43237	1407	NOT_RELEVANT
219	16280549	48979	1921	NOT_RELEVANT
219	16280549	58758	3919	NOT_RELEVANT
219	16280549	76981	502	NOT_RELEVANT
219	16301329	55119	1290	NOT_RELEVANT
219	16314316	9132	1773	NOT_RELEVANT
219	16314429	95931	346	NOT_RELEVANT
220	7537736	48105	2208	NOT_RELEVANT
220	7545166	59318	1717	NOT_RELEVANT
220	7559589	47927	777	NOT_RELEVANT
220	7592766	55446	2050	NOT_RELEVANT
220	7615513	7141	800	NOT_RELEVANT
220	7622482	3417	1107	NOT_RELEVANT
220	7629076	22121	2294	NOT_RELEVANT
220	7642566	38093	1661	NOT_RELEVANT
220	7642615	29053	966	NOT_RELEVANT
220	7665588	14939	1209	NOT_RELEVANT
220	7706286	4282	1108	NOT_RELEVANT
220	7713868	34596	2029	NOT_RELEVANT
220	7738014	27982	3242	NOT_RELEVANT
220	7738037	70573	3348	NOT_RELEVANT
220	7768919	102334	2050	NOT_RELEVANT
220	7782321	4334	1400	NOT_RELEVANT
220	7782321	10146	1228	NOT_RELEVANT
220	7782337	0	403	NOT_RELEVANT
220	7782337	63659	988	NOT_RELEVANT
220	7797460	0	410	NOT_RELEVANT
220	7822306	33406	968	NOT_RELEVANT
220	7822326	5175	703	NOT_RELEVANT
220	7876175	2663	1389	NOT_RELEVANT
220	7876224	9406	2662	NOT_RELEVANT
220	7876233	28544	596	NOT_RELEVANT
220	7896784	5057	2569	NOT_RELEVANT
220	7896784	9386	1013	NOT_RELEVANT
220	8530387	2739	2376	NOT_RELEVANT
220	8530387	62855	2201	NOT_RELEVANT
220	8530389	45704	789	NOT_RELEVANT
220	8530473	31676	487	NOT_RELEVANT
220	8550577	3462	2887	NOT_RELEVANT
220	8557713	28147	469	NOT_RELEVANT
220	8567657	75275	567	NOT_RELEVANT
220	8567681	65488	2169	NOT_RELEVANT
220	8576184	59574	715	NOT_RELEVANT
220	8576256	5428	815	NOT_RELEVANT
220	8617771	49783	1423	NOT_RELEVANT
220	8617803	49626	749	NOT_RELEVANT
220	8621524	47531	839	NOT_RELEVANT
220	8621633	3748	1409	NOT_RELEVANT
220	8621638	54601	1792	NOT_RELEVANT
220	8626406	0	393	NOT_RELEVANT
220	8626406	69203	400	NOT_RELEVANT
220	8626673	0	379	NOT_RELEVANT
220	8636109	49234	827	NOT_RELEVANT
220	8647810	50703	1006	NOT_RELEVANT
220	8647815	22619	484	NOT_RELEVANT
220	8776594	94590	413	NOT_RELEVANT
220	8977407	41109	1455	NOT_RELEVANT
220	8978272	68201	1850	NOT_RELEVANT
220	8995243	47150	2065	NOT_RELEVANT
220	8995369	50189	736	NOT_RELEVANT
220	9006905	4964	2296	NOT_RELEVANT
220	9016548	8853	1358	NOT_RELEVANT
220	9016585	54561	1953	NOT_RELEVANT
220	9020158	8749	598	NOT_RELEVANT
220	9028933	49589	2838	NOT_RELEVANT
220	9028933	62382	529	NOT_RELEVANT
220	9030518	1876	2550	NOT_RELEVANT
220	9030538	8122	626	NOT_RELEVANT
220	9030562	68897	1820	NOT_RELEVANT
220	9030576	8162	979	NOT_RELEVANT
220	9038177	0	229	NOT_RELEVANT
220	9038228	5070	2339	NOT_RELEVANT
220	9053438	34033	1692	NOT_RELEVANT
220	9063746	35527	462	NOT_RELEVANT
220	9065469	7422	486	NOT_RELEVANT
220	9065469	105869	1527	NOT_RELEVANT
220	9075730	7172	1323	NOT_RELEVANT
220	9079642	44927	1121	NOT_RELEVANT
220	9083099	5618	727	NOT_RELEVANT
220	9111067	72456	3199	NOT_RELEVANT
220	9126930	7222	1398	NOT_RELEVANT
220	9139692	7568	2031	NOT_RELEVANT
220	9139727	43759	710	NOT_RELEVANT
220	9148914	14483	330	NOT_RELEVANT
220	9148914	15878	2807	NOT_RELEVANT
220	9153189	5721	1260	NOT_RELEVANT
220	9160695	2476	2116	NOT_RELEVANT
220	9160695	5901	1054	NOT_RELEVANT
220	9160695	6964	965	NOT_RELEVANT
220	9160695	9179	711	NOT_RELEVANT
220	9160695	9893	773	NOT_RELEVANT
220	9160695	11463	2955	NOT_RELEVANT
